Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(cc),Power(bhp),Seats,Price,Brand,Model,Region
2016,15000,Petrol,Automatic,First,18.9,1197,82.0,5.0,5.35,Hyundai,Grand,West
2016,37000,Petrol,Manual,First,17.8,1198,86.7,5.0,5.25,Honda,Amaze,South
2017,38712,Petrol,Manual,First,18.9,1197,81.86,5.0,5.87,Hyundai,Grand,South
2014,52400,Diesel,Manual,First,20.54,1598,103.6,5.0,5.36,Volkswagen,Vento,South
2016,23988,Diesel,Manual,First,28.09,1248,88.5,5.0,7.75,Maruti,Ciaz,South
2014,32283,Petrol,Automatic,Second,14.4,1598,103.6,5.0,5.41,Volkswagen,Vento,South
2010,52000,Petrol,Manual,First,18.5,1197,80.0,5.0,3.65,Hyundai,i20,South
2016,32000,Petrol,Automatic,First,16.5,1198,86.8,5.0,5.25,Honda,Brio,West
2014,39000,Petrol,Manual,First,17.4,1497,117.3,5.0,6.25,Honda,City,East
2017,14149,Petrol,Manual,First,23.9,624,37.48,4.0,3.47,Tata,Nano,South
2006,103000,Petrol,Automatic,First,10.13,3498,364.9,5.0,8.85,Mercedes-Benz,S,West
2004,82000,Petrol,Manual,First,14.0,1061,64.0,5.0,0.85,Maruti,WagonR,West
2015,34000,Petrol,Automatic,First,13.7,1798,157.75,5.0,13.65,Skoda,Superb,West
2016,45180,Diesel,Automatic,First,12.07,2967,241.4,7.0,50.22,Audi,Q7,South
2018,2000,Petrol,Manual,First,22.0,1197,81.8,5.0,7.75,Maruti,Swift,West
2011,82321,Diesel,Manual,First,12.8,2494,102.0,7.0,10.05,Toyota,Innova,South
2011,7000,Petrol,Automatic,First,12.05,1995,154.0,5.0,9.75,BMW,3,East
2015,27000,Diesel,Automatic,First,17.9,2143,136.0,5.0,23.0,Mercedes-Benz,GLA,North
2019,31271,Diesel,Manual,First,13.68,2393,147.8,8.0,21.42,Toyota,Innova,South
2014,24000,Diesel,Manual,First,25.2,1248,74.0,5.0,5.21,Maruti,Swift,North
2009,147000,Diesel,Manual,First,12.99,2494,100.6,7.0,7.5,Toyota,Innova,South
2010,115000,Petrol,Manual,First,18.6,1199,79.4,5.0,1.75,Chevrolet,Beat,South
2010,82000,Diesel,Manual,Second,13.8,1399,68.0,5.0,1.0,Ford,Ikon,North
2016,20000,Diesel,Automatic,First,19.27,2143,170.0,5.0,33.0,Mercedes-Benz,New,North
2011,45560,Petrol,Manual,First,17.6,1496,88.73,5.0,2.2,Toyota,Etios,East
2017,57539,Diesel,Manual,First,12.8,2494,102.0,7.0,12.83,Toyota,Innova,South
2018,20004,Diesel,Automatic,First,17.54,2993,313.0,4.0,68.94,BMW,6,South
2012,54500,Diesel,Manual,First,21.13,1498,108.4,5.0,4.1,Skoda,Rapid,West
2016,27886,Petrol,Manual,First,22.0,814,55.0,5.0,2.85,Hyundai,EON,North
2007,66000,Petrol,Automatic,First,11.1,2354,158.8,5.0,3.7,Honda,CR-V,West
2013,72202,Diesel,Automatic,First,20.0,1968,138.1,5.0,9.06,Skoda,Laura,South
2011,70000,Petrol,Manual,Second,13.4,1798,157.8,5.0,4.75,Skoda,Laura,North
2015,78233,Diesel,Manual,First,26.0,1498,98.6,5.0,6.6,Honda,City,North
2007,120203,Diesel,Manual,Second,13.93,2179,138.0,7.0,3.5,Tata,New,South
2011,20575,Petrol,Manual,First,19.0,998,67.1,5.0,2.0,Maruti,Zen,West
2013,39879,Petrol,Manual,First,17.8,1198,86.7,5.0,3.89,Honda,Amaze,West
2017,31056,Petrol,Manual,First,23.01,999,67.0,5.0,3.6,Renault,KWID,North
2015,50940,Petrol,Automatic,First,19.12,1373,91.1,5.0,6.95,Maruti,Ciaz,West
2016,99362,Diesel,Manual,First,22.54,1396,88.73,5.0,7.03,Hyundai,i20,South
2016,54000,Diesel,Manual,First,13.68,2393,147.8,7.0,16.5,Toyota,Innova,West
2016,54268,Diesel,Manual,First,28.09,1248,88.5,5.0,7.67,Maruti,Ciaz,South
2012,94521,Diesel,Automatic,First,14.74,2993,270.9,5.0,23.19,Jaguar,XF,South
2017,38932,Petrol,Manual,First,19.1,1197,82.0,5.0,6.21,Hyundai,Xcent,South
2015,60395,Diesel,Automatic,First,16.12,2967,245.0,5.0,45.82,Porsche,Cayenne,South
2016,29000,Diesel,Manual,First,24.4,1120,71.0,5.0,5.95,Hyundai,Xcent,West
2011,58000,Diesel,Automatic,First,16.55,1968,140.0,5.0,11.0,Audi,A4,North
2016,60913,Petrol,Manual,First,20.73,1373,91.1,5.0,7.19,Maruti,Ciaz,South
2011,65000,Diesel,Manual,First,12.8,2494,102.0,8.0,6.4,Toyota,Innova,North
2015,26000,Diesel,Manual,First,15.8,2148,170.0,5.0,26.0,Mercedes-Benz,New,South
2016,19947,Petrol,Manual,First,20.36,1197,78.9,5.0,4.5,Hyundai,i10,South
2011,70816,Petrol,Automatic,First,16.95,1197,78.9,5.0,3.1,Hyundai,i10,South
2015,54000,Diesel,Manual,First,27.39,1248,74.0,5.0,5.95,Maruti,Baleno,North
2008,138000,Petrol,Manual,First,18.2,1061,64.0,5.0,1.2,Maruti,Zen,North
2014,35000,Diesel,Automatic,First,16.46,2993,258.0,5.0,52.0,BMW,7,South
2015,50000,Diesel,Automatic,First,11.33,4134,335.2,7.0,48.0,Audi,Q7,South
2011,124652,Diesel,Automatic,First,11.7,2993,245.0,5.0,21.99,BMW,X5,South
2013,80264,Petrol,Manual,First,21.1,1197,85.8,5.0,4.3,Maruti,Ritz,South
2013,125600,Diesel,Manual,First,21.64,1461,84.8,5.0,3.75,Nissan,Sunny,West
2015,49000,Petrol,Manual,First,14.28,1798,138.03,5.0,8.95,Toyota,Corolla,West
2012,111000,Diesel,Manual,First,23.59,1364,67.1,5.0,4.75,Toyota,Etios,West
2016,33690,Petrol,Manual,First,14.28,1798,138.03,5.0,14.6,Toyota,Corolla,South
2012,50000,Diesel,Automatic,First,17.68,1968,174.33,5.0,17.5,Audi,A6,West
2012,38092,Diesel,Manual,First,20.77,1248,88.8,7.0,5.2,Maruti,Ertiga,East
2017,47774,Petrol,Manual,First,18.9,1197,82.0,5.0,6.04,Hyundai,Grand,South
2009,167000,Diesel,Manual,Second,19.09,1396,69.0,5.0,2.7,Tata,Indigo,South
2019,65000,Diesel,Automatic,First,26.59,1248,74.0,5.0,6.75,Maruti,Swift,South
2011,46000,Petrol,Manual,First,15.26,1598,103.5,5.0,2.35,Volkswagen,Polo,East
2017,16500,Petrol,Manual,First,23.84,1199,84.0,5.0,5.0,Tata,Tiago,South
2016,39000,Petrol,Manual,First,17.8,1497,117.3,5.0,6.95,Honda,City,East
2018,6000,Petrol,Manual,First,19.5,1199,86.76,5.0,6.7,Honda,Amaze,North
2015,60000,Diesel,Automatic,First,17.11,1968,174.33,5.0,25.0,Audi,A4,South
2011,97320,Petrol,Automatic,First,14.4,1598,103.6,5.0,3.75,Volkswagen,Vento,South
2011,99807,Diesel,Manual,First,20.54,1598,103.6,5.0,3.75,Volkswagen,Vento,South
2013,46000,Petrol,Manual,First,17.0,1497,118.0,5.0,5.1,Honda,City,West
2010,12000,Petrol,Manual,First,22.5,998,67.04,5.0,2.45,Maruti,WagonR,West
2005,13002,Petrol,Automatic,First,9.3,2771,193.1,5.0,3.25,Skoda,Superb,East
2014,26000,Diesel,Manual,First,26.0,1498,98.6,5.0,5.5,Honda,City,East
2014,68365,CNG,Manual,First,37.24,998,58.16,5.0,3.77,Maruti,WagonR,South
2016,27833,Diesel,Automatic,First,0.0,2987,165.0,5.0,49.24,Mercedes-Benz,M-Class,South
2016,51639,Petrol,Manual,First,22.74,796,47.3,5.0,3.04,Maruti,Alto,South
2015,21000,Petrol,Manual,First,18.6,1197,81.83,5.0,4.9,Hyundai,i20,North
2013,90000,Diesel,Manual,First,22.7,1498,89.84,5.0,6.25,Ford,Ecosport,South
2015,36255,Diesel,Automatic,First,19.59,1995,184.0,5.0,33.0,BMW,3,South
2011,58000,Diesel,Automatic,Second,11.7,2993,245.0,5.0,27.0,BMW,X5,South
2014,48997,Petrol,Manual,Second,18.0,1198,86.7,5.0,5.21,Honda,Amaze,South
2014,31130,Petrol,Manual,First,15.85,1499,110.4,5.0,5.75,Ford,EcoSport,West
2012,75668,Diesel,Automatic,First,14.74,2993,270.9,5.0,16.58,Jaguar,XF,South
2015,12000,Petrol,Manual,First,14.53,1798,138.0,5.0,11.0,Toyota,Corolla,North
2014,90000,Petrol,Manual,Second,20.36,1197,78.9,5.0,2.8,Hyundai,i10,West
2019,17320,Diesel,Automatic,First,15.8,2148,170.0,5.0,37.99,Mercedes-Benz,New,South
2011,85000,Diesel,Manual,Second,20.0,1968,108.5,5.0,3.65,Skoda,Laura,North
2007,130000,Diesel,Manual,First,13.1,2499,141.0,7.0,6.0,Ford,Endeavour,South
2013,60328,Petrol,Manual,First,15.6,1196,70.0,5.0,4.54,Ford,Figo,South
2015,34327,Petrol,Manual,First,18.0,1198,86.7,5.0,5.4,Honda,Amaze,South
2014,75000,Diesel,Manual,First,19.1,1405,70.0,5.0,3.3,Tata,Indica,West
2012,86000,Diesel,Automatic,Second,14.7,1985,163.0,5.0,18.25,Volvo,XC60,South
2017,12000,Petrol,Manual,First,22.7,799,53.0,5.0,3.1,Datsun,Redi,South
2013,57759,Petrol,Manual,First,21.1,814,55.2,5.0,3.84,Hyundai,EON,South
2016,24300,Petrol,Manual,First,22.74,796,47.3,5.0,2.44,Maruti,Alto,East
2011,66000,Petrol,Manual,Second,16.47,1198,73.9,5.0,3.6,Volkswagen,Polo,South
2015,75915,Petrol,Manual,First,20.36,1197,78.9,5.0,3.9,Hyundai,i10,West
2013,107000,Petrol,Manual,Second,16.95,1498,97.7,5.0,2.9,Nissan,Sunny,South
2008,86000,Petrol,Manual,Second,14.53,1798,138.1,5.0,3.5,Toyota,Corolla,South
2009,160000,Diesel,Manual,Second,18.1,1493,110.0,5.0,3.5,Hyundai,Verna,South
2019,3000,Petrol,Manual,First,24.7,796,47.3,5.0,3.5,Maruti,Alto,North
2015,72495,Diesel,Manual,First,21.9,1396,88.76,5.0,7.0,Hyundai,i20,South
2016,33000,Diesel,Automatic,First,19.08,1582,126.2,5.0,8.7,Hyundai,Verna,South
2014,60000,Diesel,Automatic,First,12.07,2967,241.4,7.0,45.0,Audi,Q7,South
2016,80103,Diesel,Manual,First,25.0,1396,69.0,5.0,1.8,Tata,Indica,South
2007,42100,Petrol,Manual,First,18.0,995,62.0,5.0,0.99,Chevrolet,Spark,East
2018,4500,Petrol,Manual,First,18.9,1197,81.86,5.0,4.8,Hyundai,Grand,East
2014,97000,Diesel,Manual,First,12.55,2982,169.0,7.0,17.95,Toyota,Fortuner,West
2017,51223,Petrol,Manual,First,18.9,1197,81.86,5.0,5.66,Hyundai,Grand,South
2009,64000,Petrol,Manual,First,17.0,1497,118.0,5.0,3.1,Honda,City,North
2016,56911,Petrol,Manual,First,18.6,1197,81.86,5.0,6.54,Hyundai,Elite,South
2015,147848,Diesel,Manual,First,12.8,2494,102.0,8.0,13.2,Toyota,Innova,South
2018,21290,Petrol,Automatic,First,13.0,4951,395.0,4.0,56.8,Ford,Mustang,South
2019,14076,Diesel,Automatic,First,11.36,2755,171.5,7.0,19.4,Toyota,Innova,South
2007,75180,Petrol,Manual,First,18.2,1061,64.0,5.0,1.65,Maruti,Zen,West
2013,92000,Diesel,Manual,Second,22.9,1248,74.0,5.0,4.35,Maruti,Swift,North
2015,57266,Diesel,Manual,First,20.5,1248,91.72,5.0,6.5,Fiat,Avventura,South
2007,64000,Petrol,Manual,First,18.2,998,67.1,5.0,1.11,Maruti,Zen,North
2013,41000,Diesel,Manual,First,19.87,1461,83.8,5.0,5.5,Renault,Duster,West
2012,45999,Diesel,Manual,First,10.5,2835,107.2,6.0,11.0,Mitsubishi,Pajero,North
2015,50000,Petrol,Automatic,First,23.1,998,67.04,5.0,3.9,Maruti,Celerio,West
2013,70000,Diesel,Manual,First,17.88,1405,48.21,5.0,1.8,Tata,Indica,West
2016,37540,Petrol,Manual,First,18.6,1197,81.86,5.0,6.22,Hyundai,Elite,South
2014,44000,Petrol,Automatic,First,23.1,998,67.04,5.0,4.3,Maruti,Celerio,South
2017,22500,Petrol,Manual,First,18.9,1197,81.86,5.0,5.99,Hyundai,Grand,South
2017,17431,Petrol,Manual,First,18.6,1197,81.83,5.0,6.0,Hyundai,i20,North
2014,61566,Petrol,Manual,First,17.1,1591,121.3,5.0,5.85,Hyundai,Verna,North
2014,61730,Diesel,Automatic,First,12.39,2179,147.51,5.0,19.94,Land,Rover,South
2009,68000,Petrol,Manual,First,16.1,1298,88.2,5.0,2.9,Maruti,Swift,South
2014,29000,Petrol,Manual,First,18.0,1198,86.7,5.0,4.25,Honda,Amaze,West
2010,156210,Diesel,Manual,First,21.43,1364,87.2,5.0,5.99,Toyota,Corolla,South
2013,46500,Diesel,Manual,First,27.4,1498,98.6,5.0,3.3,Honda,Amaze,East
2009,52830,Diesel,Automatic,Second,16.77,2967,241.38,5.0,8.08,Audi,A6,South
2017,39867,Petrol,Manual,First,22.5,998,67.04,5.0,4.5,Maruti,WagonR,North
2014,58972,Diesel,Manual,First,24.2,1498,98.6,7.0,6.5,Honda,Mobilio,South
2006,66000,Petrol,Automatic,Second,10.1,2354,152.0,5.0,3.9,Honda,CR-V,South
2013,52000,Petrol,Manual,First,17.1,1591,121.3,5.0,5.25,Hyundai,Verna,North
2014,58000,Diesel,Automatic,First,11.72,2199,194.3,7.0,17.0,Hyundai,Santa,South
2012,58000,Petrol,Automatic,First,16.95,1197,78.9,5.0,3.5,Hyundai,i10,West
2008,75000,Diesel,Manual,Second,17.7,1399,68.0,5.0,3.0,Ford,Fusion,South
2015,41008,Petrol,Manual,Second,20.36,1197,78.9,5.0,4.87,Hyundai,i10,South
2014,65000,Diesel,Manual,First,24.4,1120,71.0,5.0,6.0,Hyundai,Xcent,North
2015,19000,Diesel,Automatic,First,18.19,1968,174.5,5.0,15.5,Skoda,Superb,West
2008,74000,Petrol,Manual,Second,16.6,1388,68.0,5.0,1.6,Ford,Fiesta,West
2017,33000,Petrol,Automatic,First,21.4,1197,83.1,5.0,7.25,Maruti,Baleno,West
2010,95000,Diesel,Manual,Second,17.0,1896,105.0,5.0,3.25,Skoda,Laura,West
2012,34000,Diesel,Manual,First,20.64,1498,108.5,5.0,3.4,Volkswagen,Vento,East
2014,102865,Diesel,Automatic,First,12.07,2967,241.4,7.0,30.5,Audi,Q7,South
2016,52378,Petrol,Manual,First,17.0,1591,121.3,5.0,7.97,Hyundai,Verna,South
2012,38000,Diesel,Automatic,First,14.84,2143,170.0,5.0,13.51,Mercedes-Benz,New,North
2015,60334,Diesel,Manual,First,25.8,1498,98.6,5.0,5.43,Honda,Amaze,South
2010,107000,Petrol,Manual,First,16.6,1388,68.0,5.0,2.6,Ford,Fiesta,South
2013,445000,Petrol,Manual,First,18.5,1197,82.9,5.0,4.45,Hyundai,i20,South
2017,2196,Petrol,Manual,First,22.74,796,47.3,5.0,2.75,Maruti,Alto,East
2010,24000,Petrol,Automatic,First,10.6,2996,258.0,5.0,8.75,BMW,5,East
2015,44846,Petrol,Manual,Second,14.6,1368,88.7,5.0,5.41,Fiat,Grande,South
2018,64035,Diesel,Automatic,First,28.4,1248,73.75,5.0,8.55,Maruti,Dzire,South
2014,45600,Diesel,Manual,First,15.1,2179,140.0,7.0,8.25,Mahindra,XUV500,West
2014,102001,Diesel,Automatic,First,11.1,2400,200.0,7.0,23.58,Volvo,XC90,South
2014,47439,Petrol,Manual,First,20.36,1197,78.9,5.0,4.49,Hyundai,i10,South
2010,193254,Diesel,Manual,First,11.5,2982,171.0,7.0,12.99,Toyota,Fortuner,South
2016,29000,Petrol,Automatic,First,21.9,624,37.48,4.0,2.8,Tata,Nano,South
2016,51681,Diesel,Manual,First,19.98,1461,108.5,8.0,8.43,Renault,Lodgy,South
2015,50000,Diesel,Automatic,First,12.07,2967,241.4,7.0,47.5,Audi,Q7,South
2016,42666,Petrol,Automatic,First,18.0,1497,117.3,5.0,8.95,Honda,City,West
2013,65000,Diesel,Manual,Second,19.01,1461,108.45,5.0,5.5,Renault,Duster,North
2014,18776,Petrol,Manual,First,17.8,1198,86.7,5.0,4.75,Honda,Amaze,North
2016,6714,Petrol,Manual,First,18.0,1198,86.7,5.0,4.75,Honda,Amaze,North
2009,40000,Petrol,Automatic,Second,12.05,1995,154.0,5.0,9.5,BMW,3,West
2011,88539,Diesel,Manual,First,23.2,1248,73.94,5.0,3.77,Maruti,Ritz,South
2012,65055,Petrol,Manual,Second,17.0,1497,118.0,5.0,4.25,Honda,City,North
2014,23000,Diesel,Automatic,First,18.88,1995,184.0,5.0,19.9,BMW,3,West
2009,60000,Diesel,Manual,First,15.0,1896,105.0,5.0,4.0,Volkswagen,Jetta,South
2013,59350,Petrol,Manual,First,19.1,1197,85.8,5.0,4.16,Maruti,Swift,South
2015,19000,Diesel,Automatic,Second,16.36,2179,187.7,5.0,38.0,Jaguar,XF,South
2016,45560,Petrol,Automatic,First,16.9,1197,82.0,5.0,6.34,Hyundai,Xcent,South
2009,118000,Diesel,Manual,First,12.8,2494,102.0,8.0,4.5,Toyota,Innova,West
2016,55000,Petrol,Manual,First,15.1,1196,73.0,7.0,3.75,Maruti,Eeco,South
2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5.0,10.2,Audi,A4,North
2007,145000,Diesel,Manual,First,12.8,2494,102.0,8.0,5.0,Toyota,Innova,South
2008,46810,Petrol,Manual,First,9.8,1995,163.5,5.0,3.95,Maruti,Grand,West
2016,62767,Diesel,Manual,First,20.34,1498,103.2,5.0,9.75,Volkswagen,Vento,South
2018,18553,Petrol,Manual,First,18.6,1197,81.86,5.0,7.93,Hyundai,Elite,South
2011,143143,Diesel,Manual,First,17.8,1399,67.0,5.0,2.1,Ford,Fiesta,South
2015,53497,Diesel,Manual,First,13.5,2477,175.56,7.0,16.42,Mitsubishi,Pajero,South
2011,148000,Diesel,Manual,Second,14.66,2199,194.3,7.0,8.9,Hyundai,Santa,South
2012,95000,Diesel,Manual,First,15.1,2179,140.0,7.0,7.21,Mahindra,XUV500,West
2015,100000,Diesel,Manual,First,12.8,2494,102.0,8.0,13.5,Toyota,Innova,South
2016,29000,Diesel,Automatic,First,11.57,2987,254.79,5.0,65.0,Mercedes-Benz,GLE,South
2014,87000,Diesel,Manual,First,12.05,2179,120.0,7.0,7.4,Mahindra,Scorpio,South
2014,56838,Petrol,Automatic,First,16.8,1497,118.0,5.0,5.15,Honda,City,South
2013,100000,Diesel,Automatic,First,12.0,2987,224.0,7.0,32.0,Mercedes-Benz,GL-Class,West
2011,125000,Petrol,Manual,First,17.0,1497,118.0,5.0,3.25,Honda,City,East
2017,17000,Petrol,Automatic,First,22.5,998,67.0,5.0,3.95,Maruti,WagonR,East
2013,70000,Petrol,Manual,Second,15.4,1193,65.0,5.0,1.5,Tata,Indigo,West
2010,50000,Petrol,Manual,Second,17.0,1197,80.0,5.0,3.0,Hyundai,i20,West
2010,39800,Petrol,Manual,First,16.0,1198,90.0,5.0,1.99,Honda,Jazz,East
2010,60000,Petrol,Manual,First,19.0,998,66.1,5.0,1.35,Maruti,A-Star,East
2009,58000,Diesel,Automatic,First,16.07,1995,181.0,5.0,13.5,BMW,3,South
2010,110009,Diesel,Manual,First,17.67,1968,138.08,5.0,6.99,Skoda,Yeti,South
2013,85000,Diesel,Manual,First,19.01,1461,108.5,5.0,8.5,Nissan,Terrano,South
2010,84000,Diesel,Manual,Second,22.07,1199,73.9,5.0,2.89,Volkswagen,Polo,West
2011,51000,Diesel,Automatic,First,22.69,1995,190.0,5.0,10.5,BMW,3,West
2013,68880,Petrol,Manual,First,16.95,1498,97.7,5.0,3.97,Nissan,Sunny,South
2017,5500,Petrol,Automatic,First,24.07,998,67.1,5.0,4.25,Maruti,Alto,South
2016,40052,Petrol,Manual,First,21.1,1197,85.8,5.0,6.17,Maruti,Ritz,South
2016,47293,Diesel,Automatic,First,14.16,1968,174.3,5.0,38.72,Audi,Q5,South
2013,79663,Diesel,Manual,First,16.8,1493,110.0,5.0,6.5,Hyundai,Verna,South
2013,63000,Diesel,Manual,Second,25.8,1498,98.6,5.0,4.25,Honda,Amaze,North
2014,45000,Diesel,Manual,First,26.0,1498,98.6,5.0,4.75,Honda,City,East
2014,56501,Diesel,Automatic,First,12.9,2755,174.5,7.0,17.71,Toyota,Fortuner,South
2015,58000,Diesel,Manual,First,20.34,1498,103.2,5.0,5.85,Volkswagen,Vento,North
2011,51602,Diesel,Automatic,First,22.48,1995,190.0,5.0,17.27,BMW,5,South
2007,74199,Diesel,Automatic,First,16.07,1995,181.0,5.0,9.25,BMW,3,South
2017,25000,Petrol,Automatic,First,13.0,1591,121.3,5.0,12.75,Hyundai,Creta,West
2016,70000,Diesel,Automatic,Second,21.76,1995,190.0,5.0,27.0,BMW,3,West
2013,25000,Diesel,Automatic,Second,14.84,2143,167.62,5.0,21.0,Mercedes-Benz,New,South
2017,22000,Diesel,Manual,First,26.59,1248,74.0,5.0,7.95,Maruti,Swift,South
2015,47020,Petrol,Manual,Second,23.1,998,67.04,5.0,4.5,Maruti,Celerio,South
2017,8000,Diesel,Automatic,First,19.59,1995,187.74,5.0,33.75,BMW,3,West
2010,73000,Diesel,Automatic,First,11.33,4134,335.2,7.0,17.51,Audi,Q7,North
2017,36973,Petrol,Manual,First,18.2,1199,88.7,5.0,6.8,Honda,Jazz,South
2014,42083,Petrol,Manual,First,25.4,624,37.48,4.0,1.68,Tata,Nano,South
2016,61000,Petrol,Manual,First,24.7,796,47.3,5.0,2.9,Maruti,Alto,South
2014,43628,Petrol,Manual,First,22.5,998,67.04,5.0,3.16,Maruti,WagonR,West
2014,60000,Diesel,Manual,First,24.4,1120,71.0,5.0,3.9,Hyundai,Xcent,North
2010,54000,Petrol,Manual,Second,17.8,1199,76.8,5.0,1.95,Chevrolet,Beat,North
2015,27001,Diesel,Automatic,First,16.36,2179,187.7,5.0,26.52,Jaguar,XF,South
2010,52000,Diesel,Automatic,First,18.33,1968,167.7,5.0,9.0,Volkswagen,Passat,South
2012,80000,Diesel,Manual,First,21.27,1396,88.76,5.0,4.5,Hyundai,i20,South
2008,160000,Diesel,Manual,First,10.5,2835,107.2,6.0,8.75,Mitsubishi,Pajero,South
2018,3300,Diesel,Automatic,First,24.3,1248,88.5,5.0,11.5,Maruti,Vitara,South
2016,35027,Petrol,Manual,First,24.07,998,67.1,5.0,3.0,Maruti,Alto,North
2015,26568,Petrol,Manual,First,21.1,814,55.2,5.0,3.79,Hyundai,EON,South
2015,59000,Diesel,Manual,First,28.09,1248,88.5,5.0,6.0,Maruti,Ciaz,West
2016,51000,Diesel,Manual,First,19.67,1582,126.2,5.0,13.25,Hyundai,Creta,South
2012,56400,Diesel,Automatic,First,17.2,1968,138.1,5.0,8.0,Skoda,Superb,North
2015,80000,Diesel,Manual,First,20.14,1498,88.8,5.0,5.8,Volkswagen,Polo,South
2013,107000,Diesel,Manual,Second,12.99,2494,100.6,7.0,13.5,Toyota,Innova,South
2014,100000,Diesel,Automatic,First,14.21,2143,203.0,5.0,25.0,Mercedes-Benz,E-Class,West
2016,59998,Diesel,Manual,First,20.14,1498,88.8,5.0,5.49,Volkswagen,Polo,South
2013,105000,Diesel,Automatic,First,17.32,1968,150.0,5.0,19.0,Audi,Q3,South
2011,36000,Petrol,Manual,First,18.5,1197,80.0,5.0,2.5,Hyundai,i20,East
2015,24350,Petrol,Manual,Second,19.81,1086,68.05,5.0,3.0,Hyundai,i10,East
2018,28973,Diesel,Manual,First,24.7,1047,69.0,5.0,6.64,Tata,Tigor,South
2017,8243,Petrol,Manual,First,21.1,814,55.2,5.0,3.21,Hyundai,EON,South
2009,136642,Petrol,Manual,Second,17.92,1086,62.1,5.0,1.55,Hyundai,Santro,South
2011,60000,Petrol,Manual,First,17.92,1086,62.1,5.0,2.59,Hyundai,Santro,South
2008,100000,Diesel,Manual,Second,12.7,2609,120.0,8.0,4.0,Mahindra,Scorpio,South
2010,48689,Petrol,Manual,First,17.4,1497,117.3,5.0,3.87,Honda,City,North
2017,45000,Diesel,Manual,First,24.3,1248,88.5,5.0,9.75,Maruti,Vitara,South
2019,38163,Diesel,Automatic,First,17.11,1968,174.33,5.0,32.91,Audi,A4,South
2011,43800,Diesel,Automatic,Second,14.21,2143,203.0,5.0,16.75,Mercedes-Benz,E-Class,South
2007,92000,Petrol,Manual,First,13.5,1799,130.0,5.0,1.9,Honda,Civic,North
2017,14064,Petrol,Manual,First,18.6,1197,81.83,5.0,6.59,Hyundai,i20,South
2017,42366,Diesel,Automatic,First,15.73,1968,174.33,5.0,31.93,Audi,Q3,South
2014,76551,Diesel,Manual,First,25.1,1498,98.6,5.0,7.25,Honda,City,North
2008,72672,Petrol,Manual,First,19.81,1086,68.05,5.0,1.9,Hyundai,i10,West
2015,45000,Diesel,Manual,First,25.2,1248,74.0,5.0,3.55,Maruti,Swift,East
2012,91696,Diesel,Automatic,First,11.4,2953,153.86,7.0,9.25,Ford,Endeavour,South
2009,66484,Petrol,Manual,First,13.8,1299,70.0,5.0,1.65,Ford,Ikon,South
2019,15456,Diesel,Automatic,First,20.68,1995,190.0,5.0,36.64,BMW,X1,South
2011,55000,Diesel,Automatic,Second,14.21,2143,203.0,5.0,16.0,Mercedes-Benz,E-Class,West
2019,21112,CNG,Manual,First,21.139999999999997,1196,73.0,5.0,5.38,Maruti,Eeco,South
2014,61297,Diesel,Manual,First,25.8,1498,98.6,5.0,4.35,Honda,Amaze,West
2006,80000,Petrol,Manual,Second,17.3,993,60.0,5.0,1.2,Maruti,Zen,South
2013,59000,Petrol,Manual,Second,18.5,1197,80.0,5.0,4.1,Hyundai,i20,North
2009,150000,Diesel,Automatic,First,11.0,2993,235.0,5.0,18.75,BMW,X5,South
2017,60083,Diesel,Manual,First,19.67,1582,126.2,5.0,13.78,Hyundai,Creta,South
2016,85450,Diesel,Manual,First,26.59,1248,74.0,5.0,4.0,Maruti,Swift,East
2013,88000,Diesel,Manual,First,22.9,1248,74.0,5.0,4.33,Maruti,Swift,North
2015,81828,Diesel,Manual,First,24.0,1186,73.97,5.0,5.43,Hyundai,Grand,South
2016,18000,Petrol,Manual,First,18.16,1196,86.8,5.0,4.9,Ford,Figo,West
2017,15000,Diesel,Automatic,First,15.97,2993,258.0,5.0,70.0,BMW,X5,South
2016,34000,Diesel,Automatic,First,11.78,2143,167.62,5.0,25.5,Mercedes-Benz,New,East
2015,46000,Petrol,Automatic,First,18.9,1197,82.0,5.0,5.1,Hyundai,Grand,West
2013,48158,Diesel,Manual,First,22.32,1582,126.32,5.0,6.7,Hyundai,Verna,South
2013,93000,Diesel,Automatic,First,16.73,2993,218.0,5.0,26.5,BMW,5,South
2013,71007,Diesel,Manual,First,23.08,1461,63.1,5.0,3.9,Nissan,Micra,West
2010,63067,Petrol,Manual,Second,15.5,1586,103.3,5.0,2.7,Maruti,SX4,West
2011,70259,Diesel,Manual,First,21.12,1248,88.8,5.0,2.95,Tata,Manza,South
2015,13000,Diesel,Automatic,First,16.55,1968,140.0,5.0,23.0,Audi,A4,West
2009,140000,Diesel,Manual,Second,17.8,1248,75.0,5.0,2.49,Maruti,Swift,West
2015,130000,Diesel,Manual,First,25.2,1248,74.0,5.0,4.5,Maruti,Swift,North
2011,89401,Diesel,Manual,First,21.43,1364,87.2,5.0,4.5,Toyota,Corolla,North
2015,67000,Diesel,Manual,First,27.3,1498,98.6,5.0,6.9,Honda,Jazz,South
2010,65329,Petrol,Automatic,First,7.94,4395,450.0,4.0,20.72,BMW,6,South
2010,72000,Petrol,Manual,First,16.25,1198,73.9,5.0,2.21,Skoda,Fabia,North
